source_file,card_name,move_name,damage,energy_cost,effect_text
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,62,Primordial Beatdown,30×,Basic Pokémon,This attack does 30 damage for each of your Ancient Pokémon in play.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,62,Shred,130,Basic Pokémon,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,63,Burst Roar,,Basic Pokémon,Discard your hand and draw 6 cards.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,63,Bellowing Thunder,70×,Basic Pokémon,You may discard any amount of Basic Energy from your Pokémon. This attack does 70 damage for each card you discarded in this way.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,64,Silent Wing,20,Basic Pokémon,Your opponent reveals their hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,65,Gnaw,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,65,Dig,30,Basic Pokémon,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,66,Ability] Run Away Draw,,Stage 1 Pokémon,"Once during your turn, you may draw 3 cards. If you drew any cards in this way, shuffle this Pokémon and all attached cards into your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,66,Land Crush,90,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,67,Ram,50,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,68,Rigidify,,Basic Pokémon,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,68,Hang Down,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,69,Corkscrew Punch,20,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,69,Comet Slap,30×,Stage 1 Pokémon,Flip 3 coins. This attack does 30 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,70,Expelling Tornado,,Stage 2 Pokémon,"Choose 3 of your opponent’s Benched Pokémon. If you do, shuffle all of your opponent’s Benched Pokémon that you didn’t choose, and all cards attached to those Pokémon, into their deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,70,Energy Loop,140,Stage 2 Pokémon,Put an Energy attached to this Pokémon into your hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,71,Flop,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,71,Leaf Litter Tackle,40,Basic Pokémon,Discard a {G} Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,72,Ability] Changing Seasons,,Stage 1 Pokémon,"Once during your turn, you may search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,72,Superpowered Horns,110,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,73,Slight Intrusion,30,Basic Pokémon,This Pokémon also does 10 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,74,Ability] Spherical Shield,,Stage 1 Pokémon,Prevent all damage from and effects of attacks from your opponent’s Pokémon done to your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,74,Psychic,10,Stage 1 Pokémon,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,75,Ability] Rapid Vernier,,Basic Pokémon,"When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,75,Prism Edge,180,Basic Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,76,Roasting Heat,10,Basic Pokémon,"If your opponent’s Active Pokémon is Burned, this attack does 40 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,77,Fake Out,10,Basic Pokémon,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,78,Bite,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,78,Flare Strike,80,Stage 1 Pokémon,"During your next turn, this Pokémon can’t use Flare Strike."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,79,Ability] Hustle Play,,Stage 2 Pokémon,Attacks used by this Pokémon cost {C} less for each of your opponent’s Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,79,Blaze Blast,240,Stage 2 Pokémon,Your opponent’s Active Pokémon is now Burned.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,80,Ability] Cobalt Command,,Basic Pokémon,"Attacks used by your Future Pokémon, except any Iron Crown {ex}, do 20 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,80,Twin Shotels,,Basic Pokémon,"This attack does 50 damage to 2 of your opponent’s Pokémon. This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on those Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,81,Ability] Dig Dig Dig,,Basic Pokémon,"When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for up to 3 Basic {F} Energy cards and discard them. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,81,Sand Spray,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,82,Mud Shot,20,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,82,Wild Tackle,180,Stage 1 Pokémon,This Pokémon also does 50 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,83,Tera,,Stage 1 Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,83,Ability] Armor Tail,,Stage 1 Pokémon,Prevent all damage done to this Pokémon by attacks from your opponent’s Basic Pokémon {ex}.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,83,Dirty Beam,160,Stage 1 Pokémon,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,84,Steel Wing,70,Stage 1 Pokémon,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,84,Cross Breaker,120×,Stage 1 Pokémon,Discard up to 2 {M} Energy from this Pokémon. This attack does 120 damage for each card you discarded in this way.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,85,Dig Claws,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,85,Iron Tackle,50,Basic Pokémon,This Pokémon also does 10 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,86,Ability] Metal Maker,,Stage 1 Pokémon,"Once during your turn, you may look at the top 4 cards of your deck and attach any number of Basic {M} Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards and put them on the bottom of your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,86,Beam,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,87,Peak Acceleration,40,Basic Pokémon,"Search your deck for up to 2 Basic Energy cards and attach them to your Future Pokémon in any way you like. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,87,Sparking Strike,160,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,88,Quick Sign,,Basic Pokémon,"If you go first, you can use this attack during your first turn. Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,88,Coordinated Strike,20,Basic Pokémon,"If Illumise is on your Bench, this attack does 60 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,89,Smash Kick,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,89,Branch Poke,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,90,Ability] Boom Boom Groove,,Stage 1 Pokémon,"Once during your turn, if your Active Pokémon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,90,Beat,50,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,91,Drum Beating,60,Stage 2 Pokémon,"During your opponent’s next turn, attacks used by the Defending Pokémon cost {C} more, and its Retreat Cost is {C} more."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,91,Wood Hammer,180,Stage 2 Pokémon,This Pokémon also does 50 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,92,Tumbling Attack,10,Basic Pokémon,"Flip a coin. If heads, this attack does 20 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,93,Ability] Festival Lead,,Stage 1 Pokémon,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,93,Do the Wave,20×,Stage 1 Pokémon,This attack does 20 damage for each of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,94,Cursed Drop,,Stage 1 Pokémon,Put 4 damage counters on your opponent’s Pokémon in any way you like.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,94,Spill the Tea,70×,Stage 1 Pokémon,Discard up to 3 {G} Energy cards from your Pokémon. This attack does 70 damage for each card you discarded in this way.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,95,Mountain Stroll,,Basic Pokémon,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,95,Ogre Comeback,20,Basic Pokémon,This attack does 20 more damage for each of your opponent’s Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,96,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,96,Ability] Teal Dance,,Basic Pokémon,"Once during your turn, you may attach a Basic {G} Energy card from your hand to this Pokémon. If you attached Energy to a Pokémon in this way, draw a card."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,96,Myriad Leaf Shower,30,Basic Pokémon,This attack does 30 more damage for each Energy attached to both Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,97,Call for Family,,Basic Pokémon,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,97,Live Coal,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,98,Ability] Alluring Light,,Stage 2 Pokémon,"Once during your turn, you may have each player draw a card."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,98,Mind Ruler,30×,Stage 2 Pokémon,This attack does 30 damage for each card in your opponent’s hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,99,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,99,Wrathful Hearth,20×,Basic Pokémon,This attack does 20 damage for each damage counter on this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,99,Dynamic Blaze,140,Basic Pokémon,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 140 more damage, and discard all Energy from this Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,100,Ability] Festival Lead,,Basic Pokémon,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,100,Whirlpool,10,Basic Pokémon,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,101,Inviting Kiss,,Basic Pokémon,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. If you put any Pokémon onto your Bench in this way, move an Energy from this Pokémon to the new Benched Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,101,Icy Snow,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,102,Ability] Mentally Calm,,Stage 1 Pokémon,Your opponent’s Pokémon in play and all attached cards can’t be put into your opponent’s hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,102,Hydro Splash,100,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,103,Astonish,20,Basic Pokémon,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,104,Ability] Freezing Shroud,,Stage 1 Pokémon,"During Pokémon Checkup, put 1 damage counter on each Pokémon that has an Ability (both yours and your opponent’s), except any Froslass."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,104,Frost Smash,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,105,Aqua Slash,30,Basic Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,106,Ability] Zero to Hero,,Stage 1 Pokémon,"Once during your turn, when this Pokémon moves from the Active Spot to the Bench, you may search your deck for a Palafin {ex} and switch it with this Pokémon. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon. If you switched a Pokémon in this way, put this card into your deck. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,106,Wave Splash,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,107,Ability] Hero’s Spirit,,Stage 1 Pokémon,Put this Pokémon into play only with the effect of Palafin’s Zero to Hero Ability.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,107,Giga Impact,250,Stage 1 Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,108,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,108,Sob,20,Basic Pokémon,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,108,Torrential Pump,100,Basic Pokémon,"You may shuffle 3 Energy attached to this Pokémon into your deck. If you do, this attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,109,Ability] Teleporter,,Basic Pokémon,"Once during your turn, if this Pokémon is in the Active Spot, you may shuffle it and all attached cards into your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,109,Beam,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,110,Slurp Slurp,90×,Stage 1 Pokémon,"Flip 2 coins. This attack does 90 damage for each heads. If both of them are tails, your opponent’s Active Pokémon is now Confused."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,111,Sand Attack,10,Basic Pokémon,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,111,Spooky Shot,30,Basic Pokémon,nan
